P1,P2,P3,P4
-4.941,1.063,8.622,14.232000000000001
-4.646,1.063,7.756,13.386
-4.803,0.925,8.74,13.524000000000001
-4.941,1.3780000000000001,8.622,13.386
-4.941,1.063,8.622,13.386
-4.803,0.925,8.504,13.248
-5.2170000000000005,1.063,8.622,13.386
-5.2170000000000005,1.555,8.622,13.661
-5.354,0.925,8.76,14.645999999999999
-4.941,1.063,8.622,13.937000000000001
-4.941,1.063,8.622,14.783
-4.803,0.925,8.484,14.37
-4.941,1.063,8.622,13.937000000000001
-4.941,1.063,8.622,14.232000000000001
-7.617999999999999,0.925,8.484,14.094000000000001
-4.941,0.768,8.622,13.937000000000001
-4.941,1.063,8.622,13.661
-4.803,0.925,8.484,13.524000000000001
-4.941,1.063,8.622,13.091
-4.941,0.768,8.11,13.661
-4.803,0.925,8.484,13.524000000000001
-4.941,1.3780000000000001,8.622,13.091
-5.079,0.807,8.484,13.799000000000001
-5.354,0.925,8.484,13.524000000000001
-4.646,1.063,8.11,13.091
-4.803,0.925,8.484,13.248
-4.803,0.925,8.484,14.645999999999999
-5.2170000000000005,1.3780000000000001,8.622,13.091
-5.079,0.925,8.484,13.248
-5.079,0.925,8.248,15.787
-4.646,1.063,8.622,13.661
-4.803,0.925,8.484,13.248
-5.079,0.925,8.484,13.248
-4.941,1.063,8.622,13.386
-4.803,0.925,8.484,13.248
-4.803,0.925,8.504,13.248
-4.941,1.063,8.622,13.386
-5.079,0.925,8.484,13.248
-4.803,1.024,8.484,15.217
-4.646,1.063,8.622,14.232000000000001
-4.803,0.925,6.791,14.094000000000001
-4.941,1.063,8.622,13.661
-5.492000000000001,1.063,8.622,13.661
-4.803,0.925,8.484,13.524000000000001
-4.941,1.063,8.622,13.937000000000001
-5.492000000000001,1.3780000000000001,8.15,14.783
-4.803,0.925,8.484,13.524000000000001
-4.803,1.516,8.484,13.524000000000001
-5.492000000000001,1.063,8.622,13.937000000000001
-5.079,0.925,8.484,13.799000000000001
-5.2170000000000005,1.063,8.622,13.386
-4.941,1.063,8.622,13.386
-4.803,2.8739999999999997,8.484,13.248
-8.031,1.063,8.622,13.386
-7.185,1.063,8.622,13.386
-4.803,1.2009999999999998,8.484,13.248
-4.941,1.063,8.622,13.386
-4.941,1.063,8.622,13.386
-5.354,1.2009999999999998,8.484,13.248
-4.941,1.063,7.736000000000001,17.028
-4.941,1.063,7.972,13.386
-6.772,0.591,8.484,13.248
-4.646,1.063,7.6770000000000005,13.366
-4.803,1.2009999999999998,8.484,14.075
-4.803,1.2009999999999998,8.74,13.504000000000001
-4.941,1.063,8.622,13.366
-4.803,0.925,8.74,13.504000000000001
-4.803,1.2009999999999998,8.74,13.799000000000001
-4.646,1.673,8.622,13.642000000000001
-4.803,1.2009999999999998,8.484,13.504000000000001
-4.508,1.2009999999999998,8.74,13.504000000000001
-4.646,1.063,8.622,13.366
-4.508,1.2009999999999998,8.74,13.504000000000001
-4.508,1.2009999999999998,8.74,13.504000000000001
-4.646,1.063,8.622,13.366
-4.508,1.2009999999999998,8.74,13.504000000000001
-4.803,1.2009999999999998,7.461,13.504000000000001
-4.646,1.063,8.622,13.366
-4.803,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.063,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.673,8.898,13.366
-4.646,1.673,8.898,13.366
-6.496,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.366
-4.646,1.358,8.898,13.366
-4.508,1.2009999999999998,7.657,13.504000000000001
-4.646,1.358,8.622,13.366
-4.646,1.063,8.622,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.642000000000001
-4.646,1.358,8.898,13.642000000000001
-4.508,1.2009999999999998,7.874,13.504000000000001
-4.646,1.358,8.898,13.366
-4.646,1.949,8.898,13.366
-4.508,1.2009999999999998,8.504,12.953
-4.646,1.358,8.622,13.091
-4.941,1.358,8.898,13.091
-4.508,1.2009999999999998,8.76,13.228
-4.941,1.358,8.622,13.091
-7.756,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.228
-4.941,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.4369999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
1.339,1.614,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.575,8.622,13.642000000000001
-8.169,1.2009999999999998,8.76,13.504000000000001
-5.925,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.941,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.917,13.366
-4.941,1.358,8.917,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.917,13.642000000000001
-4.646,1.358,8.917,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.941,2.0869999999999997,8.917,13.642000000000001
-7.48,1.358,8.72,13.642000000000001
-4.508,2.185,8.76,13.504000000000001
-4.37,1.358,8.917,13.642000000000001
-4.646,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.941,1.358,8.917,13.642000000000001
-4.941,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,8.76,18.858
-8.327,1.358,8.917,13.642000000000001
-4.646,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-11.969000000000001,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,6.9879999999999995,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.941,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-7.756,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.811,7.776,14.35
-4.646,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,7.795,13.504000000000001
-4.646,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.949,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,14.35
-4.646,1.358,7.894,13.366
-4.803,1.2009999999999998,8.76,13.504000000000001
-4.803,1.2009999999999998,7.952999999999999,13.504000000000001
-4.646,1.358,8.898,13.366
-4.803,1.2009999999999998,8.76,13.504000000000001
-4.37,1.358,8.898,13.366
-4.37,1.358,8.898,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.622,13.366
-4.646,1.358,8.642000000000001,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,7.795,13.366
-4.803,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.366
-4.646,1.358,8.917,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.898,13.366
-4.646,1.358,8.622,13.366
-7.894,1.2009999999999998,8.76,13.504000000000001
-8.602,1.358,8.622,14.488
-4.646,1.358,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.622,13.366
-4.508,1.2009999999999998,8.504,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.063,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,8.622,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-5.354,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,7.617999999999999,16.180999999999997
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.713,9.055,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.646,1.358,7.579,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.508,1.2009999999999998,8.76,13.504000000000001
-8.878,1.358,8.917,13.366
-4.508,1.2009999999999998,7.854,13.504000000000001
-4.646,1.358,8.898,13.366
-4.646,1.358,8.917,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-5.2170000000000005,1.673,8.917,13.366
-9.724,1.358,8.091000000000001,13.366
-4.508,1.2009999999999998,8.76,13.504000000000001
-4.37,1.358,8.898,13.366
-4.37,1.358,7.3229999999999995,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.37,1.358,8.091000000000001,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,7.912999999999999,13.642000000000001
-4.508,1.2009999999999998,9.035,13.799000000000001
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-5.925,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,8.13,13.504000000000001
-7.894,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.642000000000001
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-7.047000000000001,1.2009999999999998,9.035,13.799000000000001
-4.37,1.358,8.917,13.642000000000001
-4.508,1.496,8.76,13.504000000000001
-4.508,1.496,8.76,13.504000000000001
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,6.772,13.504000000000001
-4.508,1.2009999999999998,8.78,13.504000000000001
-4.37,1.358,8.917,13.366
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.37,1.358,8.917,13.366
-4.508,1.083,9.035,13.504000000000001
-4.37,1.358,8.917,13.366
-4.37,1.358,7.007999999999999,13.642000000000001
-4.508,1.2009999999999998,9.035,13.504000000000001
-4.37,1.358,8.917,17.598
-4.37,1.358,8.917,13.642000000000001
-4.508,1.496,9.035,13.504000000000001
-4.37,1.358,7.263999999999999,13.642000000000001
-4.37,1.358,8.917,13.642000000000001
-4.508,1.496,9.035,13.504000000000001
-4.37,1.358,8.917,13.642000000000001
-4.37,1.673,8.917,13.642000000000001
-4.232,1.496,9.035,13.524000000000001
-4.37,1.673,8.917,13.642000000000001
-4.37,1.358,8.917,13.642000000000001
-4.508,1.496,10.374,13.524000000000001
-4.37,1.358,7.776,13.386
-4.508,1.496,9.055,13.524000000000001
-5.65,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.386
-4.232,1.496,9.055,13.524000000000001
-4.232,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.386
-4.232,1.496,9.055,13.524000000000001
-4.232,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.386
-4.232,1.496,9.055,13.524000000000001
-4.232,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.661
-4.232,1.496,9.055,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.386
-4.508,1.496,9.055,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.37,1.949,8.917,13.386
-4.508,1.496,7.952999999999999,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.386
-4.508,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.661
-4.37,1.358,8.917,13.661
-4.232,1.496,9.055,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.37,1.358,7.795,13.661
-5.65,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,13.661
-4.37,1.949,6.496,13.661
-4.508,1.496,7.952999999999999,13.524000000000001
-4.37,1.358,8.917,13.661
-4.37,1.358,8.917,13.661
-7.617999999999999,1.496,9.055,13.799000000000001
-4.37,1.949,8.917,13.386
-4.646,1.358,8.917,13.661
-4.508,1.811,9.055,16.043
-4.646,1.358,8.917,13.661
-4.37,1.358,8.917,13.937000000000001
-4.508,1.496,9.055,13.524000000000001
-4.941,1.358,8.917,13.937000000000001
-4.941,1.358,8.917,13.661
-4.803,1.496,9.055,14.37
-4.941,1.358,8.917,13.937000000000001
-4.803,1.9880000000000002,9.055,13.524000000000001
-4.803,1.2009999999999998,9.055,13.524000000000001
-4.646,1.358,8.917,13.661
-5.079,1.496,8.78,14.094000000000001
-4.508,1.811,8.76,13.524000000000001
-4.941,1.358,8.917,14.783
-4.508,1.2009999999999998,9.055,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.941,1.949,8.091000000000001,14.232000000000001
-4.232,1.496,9.055,13.524000000000001
-1.3980000000000001,1.496,8.78,13.524000000000001
-4.37,1.358,8.917,13.661
-4.232,1.496,8.248,16.339000000000002
-4.232,1.496,8.78,14.645999999999999
-4.37,1.358,8.917,13.661
-4.232,1.496,8.78,13.524000000000001
-5.079,1.496,9.035,13.524000000000001
-4.37,1.358,8.917,13.661
-5.079,1.496,9.035,13.524000000000001
-4.37,1.358,8.917,13.661
-4.37,1.358,8.917,14.508
-4.508,1.496,8.76,13.799000000000001
-4.37,1.358,8.917,14.783
-4.37,1.358,8.386000000000001,15.354000000000001
-4.508,1.811,9.035,13.799000000000001
-4.37,1.358,8.917,13.661
-4.37,1.358,8.917,13.937000000000001
-4.508,1.811,8.76,15.767999999999999
-4.37,1.358,8.917,13.661
-4.37,1.358,8.917,13.937000000000001
-4.508,1.87,8.76,14.37
-4.37,1.358,8.917,13.937000000000001
-4.37,1.358,8.091000000000001,13.937000000000001
-4.508,1.496,8.76,13.524000000000001
-7.185,1.358,8.917,13.661
-4.37,1.358,8.917,13.937000000000001
-4.232,1.496,7.795,13.799000000000001
-4.37,1.673,8.917,14.232000000000001
-4.37,1.358,8.917,14.783
-4.232,1.496,9.055,14.37
-4.37,1.358,8.917,15.63
-4.232,1.496,8.76,14.37
-4.232,1.496,8.78,13.799000000000001
-4.37,1.358,8.917,14.508
-6.772,1.496,8.78,14.645999999999999
-4.232,1.496,9.055,13.799000000000001
-4.37,1.358,8.917,14.232000000000001
-4.232,0.039,9.055,14.094000000000001
-4.508,1.496,9.055,14.645999999999999
-4.37,1.358,8.917,14.232000000000001
-4.508,1.496,9.055,15.492
-4.508,1.496,9.055,14.37
-4.37,1.358,8.917,14.783
-4.508,1.496,9.055,14.094000000000001
-5.925,1.496,9.055,14.940999999999999
-4.37,1.358,8.917,15.925
-4.508,1.496,9.055,14.37
-4.508,1.496,9.055,16.339000000000002
-4.646,1.6340000000000001,8.386000000000001,15.63
-4.232,1.496,9.055,14.940999999999999
-4.37,1.89,8.917,14.232000000000001
-4.37,1.949,8.917,13.661
-5.65,1.496,9.055,15.787
-4.37,1.358,8.917,15.079
-4.093999999999999,1.831,8.917,14.783
-4.232,1.496,8.445,13.524000000000001
-4.093999999999999,1.358,8.917,17.047
-4.093999999999999,1.358,7.952999999999999,15.354000000000001
-4.232,1.496,9.055,15.492
-4.232,1.496,9.055,13.524000000000001
-5.787000000000001,1.358,8.917,13.661
-4.508,1.496,9.055,13.524000000000001
-4.093999999999999,1.358,8.917,13.661
-4.093999999999999,1.358,8.917,13.661
-4.232,1.496,9.055,13.524000000000001
-4.093999999999999,1.358,8.917,14.508
-4.37,1.358,8.917,14.508
-4.508,1.496,8.543,14.940999999999999
-4.37,1.358,8.386000000000001,13.386
-4.37,1.358,8.917,13.386
-4.232,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,15.079
-4.232,1.496,9.055,13.524000000000001
-4.232,1.496,9.055,13.524000000000001
-4.37,1.358,8.917,14.508
-4.232,1.496,9.055,14.645999999999999
-4.508,1.496,8.248,13.524000000000001
-5.2170000000000005,1.358,8.386000000000001,13.661
0.591,1.496,9.055,14.37
-4.508,1.496,8.78,15.217
-4.37,1.358,8.917,13.661
-4.508,1.496,9.055,14.645999999999999
-4.508,1.496,9.055,14.094000000000001
-4.37,1.358,8.917,14.508
-4.508,1.496,8.78,14.645999999999999
-4.508,1.496,8.78,14.094000000000001
-4.37,1.358,8.917,13.661
-4.232,1.496,8.76,13.524000000000001
-4.508,1.496,9.055,14.094000000000001
-4.37,1.358,8.386000000000001,14.232000000000001
-5.65,1.496,8.248,14.094000000000001
-5.2170000000000005,1.358,8.917,13.661
-5.2170000000000005,1.358,8.917,13.937000000000001
-5.65,1.496,8.78,14.094000000000001
-5.492000000000001,1.358,8.917,13.661
-4.941,1.358,8.917,13.661
-5.079,1.496,9.055,13.524000000000001
-4.941,1.358,8.917,15.925
-4.941,1.358,8.917,13.661
-5.079,1.496,9.055,13.799000000000001
-4.941,1.358,8.917,13.937000000000001
-4.37,1.87,8.917,14.232000000000001
-4.232,1.496,9.055,13.524000000000001
-4.508,1.496,9.055,14.094000000000001
-4.941,1.358,8.917,17.047
-5.65,1.496,9.055,14.094000000000001
-5.2170000000000005,1.358,8.917,14.232000000000001
-4.37,1.358,8.917,13.661
-4.508,1.496,9.055,14.094000000000001
-4.941,1.358,8.917,15.925
-4.941,1.043,8.917,13.937000000000001
-4.508,1.496,9.055,14.094000000000001
-4.941,1.358,8.917,13.937000000000001
-4.232,1.496,9.055,13.799000000000001
-5.079,1.496,8.366,13.799000000000001
-5.2170000000000005,1.6340000000000001,8.917,13.937000000000001
-4.803,1.496,9.055,14.094000000000001
-4.232,1.496,9.055,13.524000000000001
-4.37,1.6340000000000001,8.937000000000001,13.661
-4.232,1.496,9.055,13.799000000000001
-4.508,1.496,9.055,13.799000000000001
-4.37,1.6340000000000001,8.917,13.661
-4.508,1.496,9.055,13.799000000000001
-4.508,1.496,9.055,13.799000000000001
-4.37,1.358,8.917,13.661
-4.508,1.811,9.055,13.524000000000001
-4.803,1.496,9.055,13.524000000000001
-4.37,1.358,9.213,13.661
-4.803,1.496,9.055,13.799000000000001
-5.079,1.496,9.055,13.799000000000001
-4.646,1.949,8.917,13.937000000000001
-4.803,1.496,9.055,13.524000000000001
-6.2010000000000005,1.496,9.055,13.524000000000001
-4.37,1.6340000000000001,8.917,13.661
-4.508,1.496,9.055,13.524000000000001
-4.508,1.496,9.055,13.524000000000001
-4.37,1.6340000000000001,8.917,13.661
-4.508,1.811,8.366,13.524000000000001
-4.37,1.358,8.917,13.661
-4.37,1.6340000000000001,8.917,13.661
-4.232,1.496,9.055,13.524000000000001
-4.37,1.6340000000000001,9.193,13.661
-4.37,1.6340000000000001,9.193,13.937000000000001
-4.232,1.496,9.055,14.075
-4.093999999999999,1.6340000000000001,9.193,13.642000000000001
-4.37,1.6340000000000001,8.937000000000001,13.642000000000001
-4.232,1.496,9.055,13.504000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.232,1.496,9.055,13.504000000000001
-4.093999999999999,1.358,9.193,13.642000000000001
-4.232,1.496,9.035,13.799000000000001
-4.232,1.496,9.035,13.504000000000001
-4.093999999999999,1.6340000000000001,9.193,13.642000000000001
-4.232,1.496,9.055,13.504000000000001
-4.232,1.496,8.543,13.504000000000001
-4.37,1.6340000000000001,8.917,14.488
-4.232,1.496,9.055,13.799000000000001
-4.232,1.496,9.055,14.075
-4.941,1.3980000000000001,7.165,13.642000000000001
-4.232,1.496,8.031,14.075
-4.232,1.496,8.031,15.748
-4.093999999999999,1.6340000000000001,9.193,13.642000000000001
-4.232,1.496,9.055,13.799000000000001
-4.232,1.496,9.055,13.799000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-5.079,1.496,9.055,13.799000000000001
-4.232,1.496,9.055,13.504000000000001
-7.165,1.6340000000000001,9.193,13.642000000000001
-4.232,1.496,9.055,13.504000000000001
-4.508,1.496,8.543,13.504000000000001
-4.37,1.6340000000000001,8.917,13.642000000000001
-4.232,1.4169999999999998,9.055,13.504000000000001
-4.37,1.6340000000000001,8.917,13.642000000000001
-4.37,1.358,8.917,13.642000000000001
-7.874,1.496,9.055,13.504000000000001
-4.37,1.358,8.917,13.642000000000001
-4.093999999999999,1.6340000000000001,8.917,13.642000000000001
-4.232,1.496,9.035,13.504000000000001
-4.37,1.6340000000000001,8.917,13.642000000000001
-4.37,2.3819999999999997,8.917,13.642000000000001
-4.508,1.496,9.055,13.504000000000001
-4.37,1.6340000000000001,8.917,13.642000000000001
-4.37,1.6340000000000001,8.917,13.642000000000001
-4.508,1.496,9.055,13.504000000000001
-4.37,1.89,8.917,13.642000000000001
-4.37,1.358,7.657,13.642000000000001
-4.508,1.2009999999999998,8.051,13.78
-6.042999999999999,1.358,8.917,13.642000000000001
-4.37,1.358,8.917,13.642000000000001
-4.508,1.496,9.035,13.78
-4.37,1.6340000000000001,8.917,13.642000000000001
